联通组播频道,#genre#
IPTV8+【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/89135_Uni.sdp
家有购物【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18102919143814079235.rsc/89119_Uni.sdp
先锋乒羽【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18120514104123291864.rsc/89057_Uni.sdp
GTV网络棋牌【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18120514110394578528.rsc/89051_Uni.sdp
新动漫【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch18120514112382335432.rsc/89126_Uni.sdp
中华美食【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch18120514123619960309.rsc/89007_Uni.sdp
城市剧场【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/89134_Uni.sdp
音乐现场【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090914592145596821.rsc/89079_Uni.sdp
军旅剧场【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915023023311866.rsc/89100_Uni.sdp
足球【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915041757410943.rsc/89026_Uni.sdp
古装剧场【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/89088_Uni.sdp
军事【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915223200641077.rsc/89063_Uni.sdp
地理【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/89066_Uni.sdp
高网【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915431474482038.rsc/89093_Uni.sdp
精选【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915484219614929.rsc/89040_Uni.sdp
台球【720】,rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090915512437000823.rsc/89020_Uni.sdp
武侠剧场【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915591653040173.rsc/89125_Uni.sdp
美人？？【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916040665863835.rsc/89085_Uni.sdp
鉴赏【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916075722072184.rsc/89011_Uni.sdp
国学【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916181970967371.rsc/89027_Uni.sdp
星影【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090916302647677604.rsc/89071_Uni.sdp
早教【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090916274339587371.rsc/89045_Uni.sdp
家庭影院【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090916215642164569.rsc/89113_Uni.sdp
好学生【720】,rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090916191459347432.rsc/89092_Uni.sdp
喜剧影院【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090916165898699737.rsc/89005_Uni.sdp
动作影院【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/89060_Uni.sdp
墨宝【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916235097407367.rsc/89043_Uni.sdp
光影【720】,rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/89052_Uni.sdp
戏曲【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915581648434862.rsc/89124_Uni.sdp
爱生活【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/89131_Uni.sdp
解密【720】,rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915530786226072.rsc/89104_Uni.sdp
武术【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915491066711905.rsc/89102_Uni.sdp
美妆【720】,rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915493052938184.rsc/89069_Uni.sdp
动画【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/89095_Uni.sdp
财富天下【720】,rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915413342804586.rsc/89032_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch16051316174673479081.rsc/89001_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch12122514263996485740.rsc/89103_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15050916441119736372.rsc/89070_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092921272839762982.rsc/89042_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15111015505054435886.rsc/88995_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12101814165876183439.rsc/89098_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch17121814361050007455.rsc/89110_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch12101814173650174727.rsc/89081_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch11061217321508656858.rsc/89133_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch12101814181257469325.rsc/89108_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15111015535263088598.rsc/88994_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12101814184171314624.rsc/89034_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541424212319.rsc/89073_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15111015554384702984.rsc/88998_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11122400354496191158.rsc/89074_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15111015571407754299.rsc/89000_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15050914361303395989.rsc/89053_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15111016003483433803.rsc/88993_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11122400365842237336.rsc/89013_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15050914501799552135.rsc/89047_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120117223157422538.rsc/89114_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120117133527564831.rsc/89077_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch10120117100570561699.rsc/89105_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11012815051671532768.rsc/89009_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10111720502861127519.rsc/89127_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch10120117023986249401.rsc/89036_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch11012815072111657053.rsc/89018_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11012815083626567264.rsc/89117_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch11030814464103605404.rsc/89072_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch17071714290877281996.rsc/89116_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118342495301658.rsc/89080_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch12051116352384581471.rsc/89115_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541521964962.rsc/89084_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15050917541568689826.rsc/89038_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12051116384379542816.rsc/89099_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12051116365437815794.rsc/89064_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15050917541532308683.rsc/89031_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541659846769.rsc/89129_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541756096231.rsc/89054_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12051116392957055081.rsc/89107_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17082318094203998689.rsc/89065_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541519800547.rsc/89123_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15050917541650823873.rsc/89112_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch12051116400952898093.rsc/89019_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17121814402415050847.rsc/89006_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch17121814385494126166.rsc/89035_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120118293449046768.rsc/89024_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120116181598810422.rsc/89022_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch11122400393964414144.rsc/89015_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120116144658191615.rsc/89067_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118312827983078.rsc/89029_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118345500084693.rsc/89056_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120114524702485505.rsc/89002_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120116035123677506.rsc/89106_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120118303484157828.rsc/89037_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120118332130518297.rsc/89046_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118290217488762.rsc/89068_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118321878054010.rsc/89118_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120118204473437661.rsc/89023_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118361020628945.rsc/89048_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118273518671654.rsc/89097_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120116213780720306.rsc/89061_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch11122400412227153064.rsc/89049_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch10120118400576795406.rsc/89128_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11042914374730524823.rsc/89044_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch11122400404197907033.rsc/89083_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15050917541249689380.rsc/89122_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120116250568011708.rsc/89008_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch10120118335748437793.rsc/89028_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17120418140581348001.rsc/89021_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17120418204481298161.rsc/89096_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17120417211408620162.rsc/89101_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch17120418055568047747.rsc/89109_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15050917541337365144.rsc/89089_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15111015450571726043.rsc/88997_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch17120418224162657206.rsc/89082_Uni.sdp
rtsp://124.128.255.245:1554/iptv/import/Tvod/iptv/001/001/ch16062014270602375204.rsc/72891_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch13031310523562855603.rsc/89130_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch19073116233495000222.rsc/89017_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch19120615372589393337.rsc/89555_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch19120615375703234003.rsc/89611_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch18120514091718394256.rsc/89087_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch18120514100139517699.rsc/89012_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18120514102191199606.rsc/89076_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18120514104123291864.rsc/89057_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18120514110394578528.rsc/89051_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch18120514112382335432.rsc/89126_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch18120514123619960309.rsc/89007_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/89134_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090914592145596821.rsc/89079_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915023023311866.rsc/89100_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915041757410943.rsc/89026_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/89088_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915223200641077.rsc/89063_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/89066_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915431474482038.rsc/89093_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915484219614929.rsc/89040_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090915512437000823.rsc/89020_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915591653040173.rsc/89125_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916040665863835.rsc/89085_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916075722072184.rsc/89011_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916181970967371.rsc/89027_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090916302647677604.rsc/89071_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090916274339587371.rsc/89045_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090916215642164569.rsc/89113_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090916191459347432.rsc/89092_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090916165898699737.rsc/89005_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/89060_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090916235097407367.rsc/89043_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/89052_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915581648434862.rsc/89124_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/89131_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch15090915530786226072.rsc/89104_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915491066711905.rsc/89102_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch15090915493052938184.rsc/89069_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/89095_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch15090915413342804586.rsc/89032_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11061217035832697899.rsc/89055_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch11060317301148954080.rsc/89062_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch11060317313622161494.rsc/89090_Uni.sdp
rtsp://112.230.194.75:1554/iptv/import/Tvod/iptv/001/001/ch11061217221377842336.rsc/89094_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch13031310531244319435.rsc/89120_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch11061217095691862636.rsc/89033_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch13031310535009021862.rsc/89121_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch13031310542255942002.rsc/89078_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11061217211688091136.rsc/89041_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch11060317323358720349.rsc/89003_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/89058_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/89135_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092911092949699520.rsc/89059_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092911100548545353.rsc/89004_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092911103630864304.rsc/89025_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092911112795044370.rsc/89091_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13032214555250188130.rsc/89010_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch13092911120057744658.rsc/89111_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch18011914441082767208.rsc/89030_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch16080416243269372727.rsc/89086_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch16080416264440891314.rsc/89050_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch18102919143814079235.rsc/89119_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch17121814421621825244.rsc/89039_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch16051316370413715540.rsc/89016_Uni.sdp
rtsp://112.230.194.76:1554/iptv/import/Tvod/iptv/001/001/ch16051316213602697345.rsc/88999_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch16051316323130170719.rsc/89014_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch16051316234089749497.rsc/88992_Uni.sdp
rtsp://112.230.194.72:1554/iptv/import/Tvod/iptv/001/001/ch16051316300118213959.rsc/89075_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch16051316281593708406.rsc/89132_Uni.sdp
rtsp://112.230.194.71:1554/iptv/import/Tvod/iptv/001/001/ch16051316264757381898.rsc/88996_Uni.sdp

